close_auction_date,hammer_price_orig,hammer_price_usd,final_price,final_price_usd,low_estimate_orig,low_estimate_usd,high_estimate_orig,high_estimate_usd,auction_name,auction_location,auction_id,item_title,lotNumber,is_sold,curreny,artist,auction_url,item_url,auction_house,exhibited,provenance,literature,art_category,description,year_created,height,width,depth,area,unit,is_withdrawn,is_bought_in,is_signed,num_pieces,guarantee,art_type,medium,image_url
05/04/2023 15:48,,null,,null,1200,null,1800,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A pair of triple gourd glass vases modern | Paire de vases triple gourde en verre moderne,102,FALSE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-pair-of-triple-gourd-glass-vases-modern-paire-de,Sothebys,,,,null,<p>A pair of triple gourd glass vases modern</p><p><br></p><p>(2)</p><p><br></p><p>Height. 24  1/2 in</p><p>&nbsp;</p><p>-----------------------------------------------------------------------------------------------</p><p>&nbsp;</p><p>Paire de vases triple gourde en verre moderne</p><p><br></p><p>(2)</p><p>&nbsp;</p><p>Haut. 62 cm&nbsp;</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,,null,,null,3000,null,5000,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A pair of Italian brass and chrome circular tables circa 1970  | Paire de gueridons en metal travail Italien vers 1970,103,FALSE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-pair-of-italian-brass-and-chrome-circular-tables,Sothebys,,,,null,<p>A pair of Italian brass and chrome circular tables circa 1970&nbsp;</p><p><br></p><p>with <em>associated </em>lapis lazuli tops</p><p>(2)</p><p>&nbsp;</p><p>Height. 28  3/4 in width. 30 in&nbsp;</p><p>&nbsp;</p><p>&nbsp;-----------------------------------------------------------------------------------------</p><p><br></p><p>Paire de gueridons en metal travail Italien vers 1970&nbsp;</p><p><br></p><p>les dessus associes en lapis</p><p><br></p><p>(2)</p><p>&nbsp;</p><p>Haut. 73 cm diam. 76 cm&nbsp;</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,700,null,889,null,800,null,1200,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,An Indian sissoo caned settee mid-20th century | Canape canne en sheesham Inde milieu du XIXe siecle ,104,FALSE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/an-indian-sissoo-caned-settee-mid-20th-century,Sothebys,,,,null,<p>An Indian sissoo caned settee mid-20<sup>th</sup> century</p><p><br></p><p>with scrolling armrests</p><p><br></p><p>Height. 30 3/4 in width. 52 1/3 in depth. 28 1/3 in (approx.)</p><p><br></p><p>----------------------------------------------------------------------------------------------------------------------------------------------</p><p><br></p><p>Canape canne en sheesham Inde milieu du XIXe siecle</p><p><br></p><p>les accotoirs en volute</p><p><br></p><p>Haut. 78 cm larg. 133 cm prof. 72 cm (approx.)</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,2000,null,2540,null,2000,null,3000,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A pair of green-glazed ceramic vases together with matching wall lights modern | Paire de vases en ceramique emaillee verte ainsi que des appliques murales assorties moderne,105,TRUE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-pair-of-green-glazed-ceramic-vases-together-with,Sothebys,,,,null,<p>A pair of green-glazed ceramic vases together with matching wall lights modern</p><p><br></p><p>of stylised foliate form</p><p><br></p><p>(4)</p><p><br></p><p>Height. 21 2/3 in</p><p><br></p><p>-----------------------------------------------------------------------------------------------</p><p><br></p><p>Paire de vases en ceramique emaillee verte avec une paire d'appliques murales en suite moderne</p><p><br></p><p>de forme feuillagee stylisee</p><p><br></p><p>(4)</p><p><br></p><p>Haut. 55 cm</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,,null,,null,2000,null,3000,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A pair of French glass and gilt-metal two-light wall lights in the manner of Maison Bagues third quarter 20th century | Paire d'appliques a deux lumieres en metal dore et verre a la maniere de la Maison Bagues troisieme quart du XXe siecle,106,FALSE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-pair-of-french-glass-and-gilt-metal-two-light,Sothebys,,,,null,<p>A pair of French glass and gilt-metal two-light wall lights in the manner of Maison Bagues third quarter 20th century</p><p><br></p><p>(2)</p><p>&nbsp;</p><p>Height. 14 1/8 in</p><p>&nbsp;</p><p>-----------------------------------------------------------------------------------------------</p><p>&nbsp;</p><p>Paire d'appliques a deux lumieres en metal dore et verre a la maniere de la Maison Bagues troisieme quart du XXe siecle</p><p><br></p><p>(2)</p><p><br></p><p>Haut. 36 cm&nbsp;</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,2000,null,2540,null,2000,null,3000,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A set of four caned ebony modernist armchairs by Chippendale India Mumbai third quarter 20th century | Quatre fauteuils cannes modernistes en ebene par Chippendale Inde Bombay troisieme quart du XXe siecle,107,TRUE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-set-of-four-caned-ebony-modernist-armchairs-by,Sothebys,,,,null,"<p>A set of four caned Macassar ebony modernist armchairs India third quarter 20th century</p><p><br></p><p>with a green cotton upholstery with ink inscription ""R1806CH"" and makers label ""CHIPPENDALE""</p><p><br></p><p>(4)</p><p><br></p><p>Height. 33 1/2 in width. 24 3/8 in</p><p><br></p><p>----------------------------------------------------------------------------------------------------</p><p><br></p><p>Quatre fauteuils cannes modernistes en ebene Inde troisieme quart du XXe siecle</p><p><br></p><p>garniture en coton vert marque a l'encre sur la traverse arriere <<&nbsp;R1806CH&nbsp;>> et l'etiquette <<&nbsp;CHIPPENDALE&nbsp;>></p><p><br></p><p>(4)</p><p><br></p><p>Haut. 85 cm larg. 62 cm</p>",null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,1100,null,1397,null,800,null,1200,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A pair of cream glazed pottery foliate wall lights modern | Paire d'appliques en terre cuite emaillee ivoire moderne,108,TRUE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-pair-of-cream-glazed-pottery-foliate-wall-lights,Sothebys,,,,null,<p>A pair of cream glazed pottery foliate wall lights modern</p><p><br></p><p>(2)</p><p><br></p><p>Height. 12 in width. 9 3/4 in</p><p><br></p><p>----------------------------------------------------------------------------------</p><p><br></p><p>Paire d'appliques en terre cuite emaillee ivoire moderne</p><p>(2)</p><p><br></p><p>Haut. 31 cm larg. 25 cm</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,1500,null,1905,null,1500,null,2500,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A Portuguese four-light wrought-iron chandelier first half 20th century | Lustre a quatre lumieres en fer forge Portugal premiere moitie du XXe siecle,109,TRUE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-portuguese-four-light-wrought-iron-chandelier,Sothebys,,,,null,<p>A Portuguese four-light wrought-iron chandelier first half 20th century</p><p>&nbsp;</p><p>Height. 41 in width. 23 in</p><p><br></p><p>-----------------------------------------------------------------------------------------------</p><p><br></p><p>Lustre a quatre lumieres en fer forge Portugal premiere moitie du XXe siecle</p><p><br></p><p>Haut. 104 cm larg. 59 cm&nbsp;</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,1200,null,1524,null,1200,null,1800,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A pair of ebony side tables in the Chinese manner circa 2000 | Paire de tables basses en ebene dans le gout chinois vers 2000,110,TRUE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-pair-of-ebony-side-tables-in-the-chinese-manner,Sothebys,,,,null,<p>A pair of ebony side tables in the Chinese manner circa 2000</p><p><br></p><p>(2)</p><p><br></p><p>Height. 18 in width. 24 in</p><p>&nbsp;</p><p>-----------------------------------------------------------------------------------------------</p><p><br></p><p>Paire de tables basses en ebene dans le gout chinois vers 2000</p><p><br></p><p>(2)</p><p>&nbsp;</p><p>Haut. 46 cm larg. 61 cm</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,3200,null,4064,null,3000,null,5000,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,An Indian carpet 20th century | Tapis Indien XXe siecle,111,TRUE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/an-indian-carpet-20th-century-tapis-indien-xxe,Sothebys,,,,null,<p>An Indian carpet 20th century</p><p><br></p><p>decorated with blue white and red stripes</p><p><br></p><p>203 in x 128 1/4 in</p><p><br></p><p>--------------------------------------------------------------------</p><p><br></p><p>Tapis indien XXe siecle</p><p><br></p><p>a decor de rayures bleues blanches et rouges</p><p><br></p><p>515 cm x 326 cm</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,,null,,null,1500,null,2500,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,Two large painted wood ceremonial masks India Orissa early 20th century | Deux masques ceremoniels en bois peint Inde Orissa debut du XXe siecle,112,FALSE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/two-large-painted-wood-ceremonial-masks-india,Sothebys,,,,null,<p>Two large painted wood ceremonial masks India Orissa early 20th century</p><p><br></p><p>(2)</p><p><br></p><p>Height. 23 1/2 in width. 24 in</p><p><br></p><p>---------------------------------------------------------------------------------</p><p><br></p><p>Deux masques ceremoniels en bois peint Inde Orissa debut du XXe siecle</p><p><br></p><p>(2)</p><p><br></p><p>Haut. 59 cm larg. 61 cm</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,,null,,null,2600,null,3500,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A large Southeast Asian yellow-enameled earthenware storage jar 19th century | Pot a epices en faience emaillee jaune Asie du Sud-Est XIXe siecle,113,FALSE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-large-southeast-asian-yellow-enameled,Sothebys,,,,null,<p>A large Southeast Asian yellow-enameled earthenware storage jar 19th century&nbsp;</p><p><br></p><p>with six handles decorated with dragoons</p><p><br></p><p>Height. 30 1/4 in</p><p><br></p><p>--------------------------------------------------------------------------------------------</p><p><br></p><p>Pot a epices en faience emaillee jaune Asie du Sud-Est XIXe siecle</p><p><br></p><p>a six anneaux de prehension a decor de dragons</p><p><br></p><p>Haut. 78 cm&nbsp;</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,600,null,762,null,600,null,900,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A large blue-painted carved wooden ceremonial mask India Orissa early 20th century | Grand masque ceremoniel en bois sculpte et laque bleu Inde Orissa debut du XXe siecle,114,TRUE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-large-blue-painted-carved-wooden-ceremonial-mask,Sothebys,,,,null,<p>A large blue-painted carved wooden ceremonial mask India Orissa early 20th century</p><p><br></p><p>with hinged ears&nbsp;</p><p><br></p><p>Height. 32 2/3 in</p><p><br></p><p>----------------------------------------------------------------------------------------------------------------------------------------------------------------</p><p><br></p><p>Grand masque ceremoniel en bois sculpte et laque bleu Inde Orissa debut du XXe siecle</p><p><br></p><p>les oreilles mobiles</p><p><br></p><p>Haut. 83 cm</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,,null,,null,1000,null,1500,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A collection of nine brass-bound rice measures South India 19th century | Ensemble de neuf mesures de riz en bois et laiton Inde du Sud XIXe siecle,115,FALSE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-collection-of-nine-brass-bound-rice-measures,Sothebys,,,,null,<p>A collection of nine brass-bound rice measures South India 19th century</p><p><br></p><p>(9)</p><p>&nbsp;</p><p>Height. 10  1/4 to 13  3/4 in&nbsp;</p><p>&nbsp;</p><p>&nbsp;----------------------------------------------------------------------------</p><p><br></p><p>Ensemble de neuf mesures de riz en bois et laiton Inde du Sud XIXe siecle&nbsp;</p><p><br></p><p>(9)</p><p>&nbsp;</p><p>Haut. 26 a 35 cm&nbsp;</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,2600,null,3302,null,2600,null,3500,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A large Southeast Asian celadon stoneware storage jar 19th century | Jarre de stockage en faience celadon Asie du Sud-Est XIXe siecle ,116,TRUE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-large-southeast-asian-celadon-stoneware-storage,Sothebys,,,,null,<p>A large Southeast Asian celadon stoneware storage jar 19th century</p><p><br></p><p>Height. 30 1/4 in width. 22 in diam. 16 1/4 in</p><p>-----------------------------------------------------------------------</p><p><br></p><p>Vase en faience celadon XIXe siecle&nbsp;</p><p><br></p><p>Haut. 77cm ; larg. 56 cm ; diam. 42 cm&nbsp;</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,1600,null,2032,null,1500,null,2500,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,An Anglo-Sinhalese Coromandel wood armchair  mid-19th century | Fauteuil en bois coromandel travail anglo-cingalais milieu du XIXe siecle,117,TRUE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/an-anglo-sinhalese-coromandel-wood-armchair-mid,Sothebys,,,,null,<p>An Anglo-Sinhalese Coromandel wood armchair mid-19th century</p><p><br></p><p>on four feet joined by three stretchers the seat caned</p><p><br></p><p>Height. 35 3/4 in</p><p><br></p><p>----------------------------------------------------------------------------------------------------------------------------------</p><p><br></p><p>Fauteuil en bois coromandel travail anglo-cingalais milieu du XIXe siecle</p><p><br></p><p>Sur quatre pieds reunis par trois entretoises les accotoirs en volute</p><p><br></p><p>Haut. 915 cm</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,9500,null,12065,null,8000,null,12000,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A pair of Anglo-Sinhalese style calamander wood settees circa 2000 | Paire de banquettes cannees en ebene dans le gout de travail anglo-indien vers 2000,118,TRUE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-pair-of-anglo-sinhalese-style-calamander-wood,Sothebys,,,,null,<p>A pair of Anglo-Sinhalese style calamander wood settees circa 2000</p><p><br></p><p>with floral details to crest and arms on turned and gadrooned feet</p><p><br></p><p>(2)</p><p><br></p><p>Height. 37 in width. 92 1/2 in depth. 32 1/2 in</p><p><br></p><p>--------------------------------------------------------------------------</p><p><br></p><p>Paire de banquettes cannees en ebene dans le gout de travail anglo-indien vers 2000</p><p><br></p><p>a decor de fleurs sur pieds tournes et godronnes</p><p><br></p><p>(2)</p><p><br></p><p>Haut. 94 cm larg. 235 cm prof. 82 cm</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,,null,,null,6000,null,9000,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A set of six Anglo-Indian ebony armchairs Ceylon mid-19th century | Suite de six fauteuils en ebene travail anglo-indien Ceylan milieu du XIXe siecle,119,FALSE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-set-of-six-anglo-indian-ebony-armchairs-ceylon,Sothebys,,,,null,<p>A set of six Anglo-Indian ebony armchairs Ceylon mid-19th century</p><p><br></p><p>(6)</p><p><br></p><p>Height. 34 in width. 22 3/4 in</p><p><br></p><p>----------------------------------------------------------------------------------------</p><p><br></p><p>Suite de six fauteuils en ebene travail anglo-indien Ceylan milieu du XIXe siecle</p><p><br></p><p>(6)</p><p><br></p><p>Haut. 86 cm larg. 575 cm</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,,null,,null,4000,null,6000,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,An Anglo-Indian ebony four-poster bed Ceylon mid-19th century | Lit a baldaquin en ebene travail anglo-indien Ceylan milieu du XIXe siecle ,120,FALSE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/an-anglo-indian-ebony-four-poster-bed-ceylon-mid,Sothebys,,,,null,<p>An Anglo-Indian ebony four-poster bed Ceylon&nbsp;mid-19th century&nbsp;</p><p>&nbsp;</p><p>Height. 70  1/2 in width. 85 in depth. 49 in&nbsp;</p><p>&nbsp;</p><p>----------------------------------------------------------------</p><p>&nbsp;</p><p>Lit a baldaquin en ebene travail anglo-indien Ceylan milieu du XIXe siecle</p><p>&nbsp;</p><p>Haut. 179 cm larg. 216 cm prof. 125 cm&nbsp;</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,2000,null,2540,null,2000,null,3000,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A set of four ebony barley-twist stools circa 2000 | Ensemble de quatre tabourets en ebene vers 2000,121,TRUE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-set-of-four-ebony-barley-twist-stools-circa-2000,Sothebys,,,,null,<p>A set of four ebony barley-twist stools circa 2000</p><p><br></p><p>with caned seats in the Anglo-Indian manner (2)</p><p>&nbsp;</p><p>Height. 18 in width. 21  1/2 in prof. 14  3/4 in&nbsp;</p><p>&nbsp;</p><p>--------------------------------------------------------------------------------</p><p>&nbsp;</p><p>Ensemble de quatre tabourets en ebene vers 2000</p><p><br></p><p>les pieds torsades les assises cannees dans le gout anglo-indien</p><p><br></p><p>(2)</p><p>&nbsp;</p><p>Haut. 455 cm larg. 55 cm prof. 375 cm&nbsp;</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,1500,null,1905,null,1500,null,2500,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A pair of Regency style caned teak library armchairs circa 2000 | Paire de bergeres cannees en teck de style Regency vers 2000,122,TRUE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-pair-of-regency-style-caned-teak-library,Sothebys,,,,null,<p>A pair of Regency style caned teak library armchairs circa 2000</p><p><br></p><p>on castors the front legs reeded scrolling armrests</p><p><br></p><p>(2)</p><p><br></p><p>Height. 36 2/3 in</p><p><br></p><p>----------------------------------------------------------------------------------------------------------------------------------------------------------------</p><p><br></p><p>Paire de bergeres cannees en teck de style Regency vers 2000</p><p><br></p><p>reposant sur quatre pieds a roulette les pieds avants fuseles les accotoirs en volutes</p><p><br></p><p>(2)</p><p><br></p><p>Haut. 93 cm</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,,null,,null,2000,null,3000,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A set of four clear glass lamp bases modern | Ensemble de quatre pieds de lampe en verre transparent moderne,123,FALSE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-set-of-four-clear-glass-lamp-bases-modern,Sothebys,,,,null,<p>A set of four clear glass lamp bases modern</p><p><br></p><p>baluster shaped with spreading scalloped base</p><p><br></p><p>(4)</p><p><br></p><p>Height. 20 in diam. 11 1/3 in</p><p><br></p><p>-------------------------------------------------------------------------------</p><p><br></p><p>Ensemble de 4 pieds de lampe en verre transparent moderne</p><p><br></p><p>fut balustre a facettes et pied en petale</p><p><br></p><p>(4)</p><p><br></p><p>Haut. 51 cm diam. 29 cm</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,2200,null,2794,null,2000,null,3000,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A set of four blue glass and metal-mounted lamp bases modern | Ensemble de quatre pieds de lampe en verre bleu et monture de metal moderne,124,TRUE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-set-of-four-blue-glass-and-metal-mounted-lamp,Sothebys,,,,null,<p>A set of four blue glass and metal-mounted lamp bases modern</p><p><br></p><p>baluster shaped on a circular foot</p><p><br></p><p>(4)</p><p><br></p><p>Height. 19 in</p><p><br></p><p>-----------------------------------------------------------------------------------------------------------</p><p><br></p><p>Ensemble de quatre pieds de lampe en verre bleu et monture de metal moderne</p><p><br></p><p>le fut balustre reposant sur un socle circulaire</p><p><br></p><p>(4)</p><p><br></p><p>Haut. 48 cm</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,,null,,null,800,null,1200,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A pair of blue and white painted column lamp bases designed by Andrew Allfree (b. 1956) | Paire de pieds de lampe en colonne en bois peint blanc et bleu concue par Andrew Allfree (n. 1956),125,FALSE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-pair-of-blue-and-white-painted-column-lamp-bases,Sothebys,,,,null,<p>A pair of blue and white painted column lamp bases designed by Andrew Allfree (b. 1956)&nbsp;</p><p><br></p><p>the sections of fluted column interspersed with blocks carved with Vitruvian scrolls</p><p><br></p><p>(2)</p><p><br></p><p>Height. including light fixture 23 3/4 in</p><p><br></p><p>-------------------------------------------------------------------</p><p><br></p><p>Paire de pieds de lampe en colonne en bois peint blanc et bleu concue par Andrew Allfree (n. 1956)</p><p><br></p><p>les colonnes cannelees et intercalees avec des blocs graves de postes</p><p><br></p><p>(2)</p><p><br></p><p>Haut. 605 cm</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,900,null,1143,null,800,null,1200,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A pair of white painted wood lamp bases designed by Andrew Allfree (b. 1956) | Paire de pieds de lampe facetees en bois peint blanc concue par Andrew Allfree (n. 1956),126,TRUE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-pair-of-white-painted-wood-lamp-bases-designed-3,Sothebys,,,,null,<p>A pair of white painted wood lamp bases designed by Andrew Allfree (b. 1956)&nbsp;</p><p><br></p><p>of baluster form</p><p><br></p><p>(2)</p><p><br></p><p>Height. 20 in</p><p><br></p><p>------------------------------------------------------------------</p><p><br></p><p>Paire de pieds de lampe facetees en bois peint blanc concue par Andrew Allfree (n. 1956)</p><p><br></p><p>de forme balustre</p><p><br></p><p>(2)</p><p><br></p><p>Haut. 51 cm</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
05/04/2023 15:48,1400,null,1778,null,1500,null,2500,null,An Haut Bohemian: Andrew Allfree,Paris,64442057-a66d-4a10-9267-e87ddc4ca79e,A pair of white-painted lotus flower drum stools designed by Andrew Allfree (b. 1956) | Paire de tabourets fleur de lotus en bois peint concu par Andrew Allfree (n. 1956),127,FALSE,EUR,,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree,https://www.sothebys.com/en/buy/auction/2023/an-haut-bohemian-andrew-allfree/a-pair-of-white-painted-lotus-flower-drum-stools,Sothebys,,,,null,<p>A pair of white-painted lotus flower drum stools designed by Andrew Allfree (b. 1956)</p><p><br></p><p>the rim and base with lotus flower decoration</p><p><br></p><p>(2)</p><p><br></p><p>Height. 22in diam. 16 1/4 in</p><p><br></p><p>-----------------------------------------------------------------------------------------------</p><p><br></p><p>Paire de tabourets fleur de lotus en bois peint concu par Andrew Allfree (n. 1956)</p><p><br></p><p>en forme de tonneau le bord et la base a decor feuillage</p><p><br></p><p>(2)</p><p><br></p><p>Haut. 56 cm diam. 415 cm</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
